organ,source,target,source_type,target_type
blood_vasculature,UBERON:0002084,UBERON:0000947,AS,AS
blood_vasculature,UBERON:0000947,CL:0000071$$25,AS,CT
blood_vasculature,UBERON:0000947,CL:1000413,AS,CT
blood_vasculature,UBERON:0000947,CL:0000057,AS,CT
blood_vasculature,UBERON:0000947,CL:0000359,AS,CT
blood_vasculature,UBERON:0000947,UBERON:0001496,AS,AS
blood_vasculature,UBERON:0001496,CL:0000071$$26,AS,CT
blood_vasculature,UBERON:0001496,CL:1000413$$27,AS,CT
blood_vasculature,UBERON:0001496,CL:0000057$$28,AS,CT
blood_vasculature,UBERON:0001496,CL:0000359$$29,AS,CT
blood_vasculature,UBERON:0001496,UBERON:0001508,AS,AS
blood_vasculature,UBERON:0001496,UBERON:0001626,AS,AS
blood_vasculature,UBERON:0001496,UBERON:0001625,AS,AS
heart,UBERON:0001496,UBERON:0001625$$5375,AS,AS
blood_vasculature,UBERON:0001508,CL:0000071$$30,AS,CT
blood_vasculature,UBERON:0001508,CL:1000413$$31,AS,CT
blood_vasculature,UBERON:0001508,CL:0000057$$32,AS,CT
blood_vasculature,UBERON:0001508,CL:0000359$$33,AS,CT
blood_vasculature,UBERON:0001508,UBERON:0001529,AS,AS
blood_vasculature,UBERON:0001508,UBERON:0001530,AS,AS
blood_vasculature,UBERON:0001508,UBERON:0001514,AS,AS
blood_vasculature,UBERON:0001508,UBERON:0001536,AS,AS
blood_vasculature,UBERON:0001508,UBERON:0001584,AS,AS
blood_vasculature,UBERON:0001508,UBERON:0001533,AS,AS
blood_vasculature,UBERON:0001529,CL:0000071$$34,AS,CT
blood_vasculature,UBERON:0001529,CL:1000413$$35,AS,CT
blood_vasculature,UBERON:0001529,CL:0000057$$36,AS,CT
blood_vasculature,UBERON:0001529,CL:0000359$$37,AS,CT
blood_vasculature,UBERON:0001529,UBERON:0001531,AS,AS
blood_vasculature,UBERON:0001529,UBERON:0001534,AS,AS
blood_vasculature,UBERON:0001531,CL:0000071$$38,AS,CT
blood_vasculature,UBERON:0001531,CL:1000413$$39,AS,CT
blood_vasculature,UBERON:0001531,CL:0000057$$40,AS,CT
blood_vasculature,UBERON:0001531,CL:0000359$$41,AS,CT
blood_vasculature,UBERON:0001534,CL:0000071$$42,AS,CT
blood_vasculature,UBERON:0001534,CL:1000413$$43,AS,CT
blood_vasculature,UBERON:0001534,CL:0000057$$44,AS,CT
blood_vasculature,UBERON:0001534,CL:0000359$$45,AS,CT
blood_vasculature,UBERON:0001530,CL:0000071$$46,AS,CT
blood_vasculature,UBERON:0001530,CL:1000413$$47,AS,CT
blood_vasculature,UBERON:0001530,CL:0000057$$48,AS,CT
blood_vasculature,UBERON:0001530,CL:0000359$$49,AS,CT
blood_vasculature,UBERON:0001530,UBERON:0001070,AS,AS
palatine_tonsil,UBERON:0001530,UBERON:0001070$$9077,AS,AS
blood_vasculature,UBERON:0001530,UBERON:0001532,AS,AS
blood_vasculature,UBERON:0001070,CL:0000071$$50,AS,CT
blood_vasculature,UBERON:0001070,CL:1000413$$51,AS,CT
blood_vasculature,UBERON:0001070,CL:0000057$$52,AS,CT
blood_vasculature,UBERON:0001070,CL:0000359$$53,AS,CT
blood_vasculature,UBERON:0001070,FMA:49497,AS,AS
palatine_tonsil,UBERON:0001070,FMA:49497$$9075,AS,AS
blood_vasculature,UBERON:0001070,UBERON:0001612,AS,AS
palatine_tonsil,UBERON:0001070,UBERON:0001612$$9073,AS,AS
blood_vasculature,UBERON:0001070,UBERON:0001610,AS,AS
palatine_tonsil,UBERON:0001070,UBERON:0001610$$9069,AS,AS
blood_vasculature,UBERON:0001070,UBERON:0001616,AS,AS
blood_vasculature,UBERON:0001070,UBERON:0001613,AS,AS
blood_vasculature,UBERON:0001070,UBERON:0014694,AS,AS
blood_vasculature,UBERON:0001070,UBERON:0001614,AS,AS
blood_vasculature,UBERON:0001070,UBERON:0007150,AS,AS
palatine_tonsil,UBERON:0001070$$9077,CL:0000071$$9078,AS,CT
blood_vasculature,UBERON:0001070$$9077,FMA:49497,AS,AS
palatine_tonsil,UBERON:0001070$$9077,FMA:49497$$9075,AS,AS
blood_vasculature,UBERON:0001070$$9077,UBERON:0001612,AS,AS
palatine_tonsil,UBERON:0001070$$9077,UBERON:0001612$$9073,AS,AS
blood_vasculature,UBERON:0001070$$9077,UBERON:0001610,AS,AS
palatine_tonsil,UBERON:0001070$$9077,UBERON:0001610$$9069,AS,AS
blood_vasculature,UBERON:0001070$$9077,UBERON:0001616,AS,AS
blood_vasculature,UBERON:0001070$$9077,UBERON:0001613,AS,AS
blood_vasculature,UBERON:0001070$$9077,UBERON:0014694,AS,AS
blood_vasculature,UBERON:0001070$$9077,UBERON:0001614,AS,AS
blood_vasculature,UBERON:0001070$$9077,UBERON:0007150,AS,AS
blood_vasculature,FMA:49497,CL:0000071$$54,AS,CT
blood_vasculature,FMA:49497,CL:1000413$$55,AS,CT
blood_vasculature,FMA:49497,CL:0000057$$56,AS,CT
blood_vasculature,FMA:49497,CL:0000359$$57,AS,CT
blood_vasculature,FMA:49497,FMA:49506,AS,AS
blood_vasculature,FMA:49497,ASCTB-TEMP:neuromeningeal-trunk,AS,AS
blood_vasculature,FMA:49497,ASCTB-TEMP:pharyngeal-trunk,AS,AS
palatine_tonsil,FMA:49497$$9075,CL:0000071$$9076,AS,CT
blood_vasculature,FMA:49497$$9075,FMA:49506,AS,AS
blood_vasculature,FMA:49497$$9075,ASCTB-TEMP:neuromeningeal-trunk,AS,AS
blood_vasculature,FMA:49497$$9075,ASCTB-TEMP:pharyngeal-trunk,AS,AS
blood_vasculature,FMA:49506,CL:0000071$$58,AS,CT
blood_vasculature,FMA:49506,CL:1000413$$59,AS,CT
blood_vasculature,FMA:49506,CL:0000057$$60,AS,CT
blood_vasculature,FMA:49506,CL:0000359$$61,AS,CT
blood_vasculature,ASCTB-TEMP:neuromeningeal-trunk,CL:0000071$$62,AS,CT
blood_vasculature,ASCTB-TEMP:neuromeningeal-trunk,CL:1000413$$63,AS,CT
blood_vasculature,ASCTB-TEMP:neuromeningeal-trunk,CL:0000057$$64,AS,CT
blood_vasculature,ASCTB-TEMP:neuromeningeal-trunk,CL:0000359$$65,AS,CT
blood_vasculature,ASCTB-TEMP:neuromeningeal-trunk,ASCTB-TEMP:hypoglossal-branch-of-ascending-pharyngeal-artery,AS,AS
blood_vasculature,ASCTB-TEMP:neuromeningeal-trunk,ASCTB-TEMP:jugular-branch-of-ascending-pharyngeal-artery,AS,AS
blood_vasculature,ASCTB-TEMP:neuromeningeal-trunk,ASCTB-TEMP:odontoid-arcade,AS,AS
blood_vasculature,ASCTB-TEMP:neuromeningeal-trunk,UBERON:0010249,AS,AS
blood_vasculature,ASCTB-TEMP:hypoglossal-branch-of-ascending-pharyngeal-artery,CL:0000071$$66,AS,CT
blood_vasculature,ASCTB-TEMP:hypoglossal-branch-of-ascending-pharyngeal-artery,CL:1000413$$67,AS,CT
blood_vasculature,ASCTB-TEMP:hypoglossal-branch-of-ascending-pharyngeal-artery,CL:0000057$$68,AS,CT
blood_vasculature,ASCTB-TEMP:hypoglossal-branch-of-ascending-pharyngeal-artery,CL:0000359$$69,AS,CT
blood_vasculature,ASCTB-TEMP:jugular-branch-of-ascending-pharyngeal-artery,CL:0000071$$70,AS,CT
blood_vasculature,ASCTB-TEMP:jugular-branch-of-ascending-pharyngeal-artery,CL:1000413$$71,AS,CT
blood_vasculature,ASCTB-TEMP:jugular-branch-of-ascending-pharyngeal-artery,CL:0000057$$72,AS,CT
blood_vasculature,ASCTB-TEMP:jugular-branch-of-ascending-pharyngeal-artery,CL:0000359$$73,AS,CT
blood_vasculature,ASCTB-TEMP:odontoid-arcade,CL:0000071$$74,AS,CT
blood_vasculature,ASCTB-TEMP:odontoid-arcade,CL:1000413$$75,AS,CT
blood_vasculature,ASCTB-TEMP:odontoid-arcade,CL:0000057$$76,AS,CT
blood_vasculature,ASCTB-TEMP:odontoid-arcade,CL:0000359$$77,AS,CT
blood_vasculature,UBERON:0010249,CL:0000071$$78,AS,CT
blood_vasculature,UBERON:0010249,CL:1000413$$79,AS,CT
blood_vasculature,UBERON:0010249,CL:0000057$$80,AS,CT
blood_vasculature,UBERON:0010249,CL:0000359$$81,AS,CT
blood_vasculature,ASCTB-TEMP:pharyngeal-trunk,CL:0000071$$82,AS,CT
blood_vasculature,ASCTB-TEMP:pharyngeal-trunk,CL:1000413$$83,AS,CT
blood_vasculature,ASCTB-TEMP:pharyngeal-trunk,CL:0000057$$84,AS,CT
blood_vasculature,ASCTB-TEMP:pharyngeal-trunk,CL:0000359$$85,AS,CT
blood_vasculature,ASCTB-TEMP:pharyngeal-trunk,ASCTB-TEMP:eustachian-branch-of-ascending-pharyngeal-artery,AS,AS
blood_vasculature,ASCTB-TEMP:pharyngeal-trunk,ASCTB-TEMP:inferior-pharyngeal-artery,AS,AS
blood_vasculature,ASCTB-TEMP:pharyngeal-trunk,ASCTB-TEMP:middle-pharyngeal-artery,AS,AS
blood_vasculature,ASCTB-TEMP:pharyngeal-trunk,ASCTB-TEMP:superior-pharyngeal-artery,AS,AS
blood_vasculature,ASCTB-TEMP:eustachian-branch-of-ascending-pharyngeal-artery,CL:0000071$$86,AS,CT
blood_vasculature,ASCTB-TEMP:eustachian-branch-of-ascending-pharyngeal-artery,CL:1000413$$87,AS,CT
blood_vasculature,ASCTB-TEMP:eustachian-branch-of-ascending-pharyngeal-artery,CL:0000057$$88,AS,CT
blood_vasculature,ASCTB-TEMP:eustachian-branch-of-ascending-pharyngeal-artery,CL:0000359$$89,AS,CT
blood_vasculature,ASCTB-TEMP:inferior-pharyngeal-artery,CL:0000071$$90,AS,CT
blood_vasculature,ASCTB-TEMP:inferior-pharyngeal-artery,CL:1000413$$91,AS,CT
blood_vasculature,ASCTB-TEMP:inferior-pharyngeal-artery,CL:0000057$$92,AS,CT
blood_vasculature,ASCTB-TEMP:inferior-pharyngeal-artery,CL:0000359$$93,AS,CT
blood_vasculature,ASCTB-TEMP:middle-pharyngeal-artery,CL:0000071$$94,AS,CT
blood_vasculature,ASCTB-TEMP:middle-pharyngeal-artery,CL:1000413$$95,AS,CT
blood_vasculature,ASCTB-TEMP:middle-pharyngeal-artery,CL:0000057$$96,AS,CT
blood_vasculature,ASCTB-TEMP:middle-pharyngeal-artery,CL:0000359$$97,AS,CT
blood_vasculature,ASCTB-TEMP:superior-pharyngeal-artery,CL:0000071$$98,AS,CT
blood_vasculature,ASCTB-TEMP:superior-pharyngeal-artery,CL:1000413$$99,AS,CT
blood_vasculature,ASCTB-TEMP:superior-pharyngeal-artery,CL:0000057$$100,AS,CT
blood_vasculature,ASCTB-TEMP:superior-pharyngeal-artery,CL:0000359$$101,AS,CT
blood_vasculature,ASCTB-TEMP:superior-pharyngeal-artery,ASCTB-TEMP:pterygovaginal-artery,AS,AS
blood_vasculature,ASCTB-TEMP:pterygovaginal-artery,CL:0000071$$102,AS,CT
blood_vasculature,ASCTB-TEMP:pterygovaginal-artery,CL:1000413$$103,AS,CT
blood_vasculature,ASCTB-TEMP:pterygovaginal-artery,CL:0000057$$104,AS,CT
blood_vasculature,ASCTB-TEMP:pterygovaginal-artery,CL:0000359$$105,AS,CT
blood_vasculature,UBERON:0001612,CL:0000071$$106,AS,CT
blood_vasculature,UBERON:0001612,CL:1000413$$107,AS,CT
blood_vasculature,UBERON:0001612,CL:0000057$$108,AS,CT
blood_vasculature,UBERON:0001612,CL:0000359$$109,AS,CT
blood_vasculature,UBERON:0001612,UBERON:0010408,AS,AS
blood_vasculature,UBERON:0001612,FMA:49555,AS,AS
palatine_tonsil,UBERON:0001612,FMA:49555$$9071,AS,AS
blood_vasculature,UBERON:0001612,FMA:71675,AS,AS
blood_vasculature,UBERON:0001612,UBERON:0003471,AS,AS
blood_vasculature,UBERON:0001612,FMA:49580,AS,AS
blood_vasculature,UBERON:0001612,FMA:49561,AS,AS
blood_vasculature,UBERON:0001612,UBERON:0003470,AS,AS
blood_vasculature,UBERON:0001612,FMA:49558,AS,AS
palatine_tonsil,UBERON:0001612$$9073,CL:0000071$$9074,AS,CT
blood_vasculature,UBERON:0001612$$9073,UBERON:0010408,AS,AS
blood_vasculature,UBERON:0001612$$9073,FMA:49555,AS,AS
palatine_tonsil,UBERON:0001612$$9073,FMA:49555$$9071,AS,AS
blood_vasculature,UBERON:0001612$$9073,FMA:71675,AS,AS
blood_vasculature,UBERON:0001612$$9073,UBERON:0003471,AS,AS
blood_vasculature,UBERON:0001612$$9073,FMA:49580,AS,AS
blood_vasculature,UBERON:0001612$$9073,FMA:49561,AS,AS
blood_vasculature,UBERON:0001612$$9073,UBERON:0003470,AS,AS
blood_vasculature,UBERON:0001612$$9073,FMA:49558,AS,AS
blood_vasculature,UBERON:0010408,CL:0000071$$110,AS,CT
blood_vasculature,UBERON:0010408,CL:1000413$$111,AS,CT
blood_vasculature,UBERON:0010408,CL:0000057$$112,AS,CT
blood_vasculature,UBERON:0010408,CL:0000359$$113,AS,CT
blood_vasculature,FMA:49555,CL:0000071$$114,AS,CT
blood_vasculature,FMA:49555,CL:1000413$$115,AS,CT
blood_vasculature,FMA:49555,CL:0000057$$116,AS,CT
blood_vasculature,FMA:49555,CL:0000359$$117,AS,CT
palatine_tonsil,FMA:49555$$9071,CL:0000071$$9072,AS,CT
blood_vasculature,FMA:71675,CL:0000071$$118,AS,CT
blood_vasculature,FMA:71675,CL:1000413$$119,AS,CT
blood_vasculature,FMA:71675,CL:0000057$$120,AS,CT
blood_vasculature,FMA:71675,CL:0000359$$121,AS,CT
blood_vasculature,UBERON:0003471,CL:0000071$$122,AS,CT
blood_vasculature,UBERON:0003471,CL:1000413$$123,AS,CT
blood_vasculature,UBERON:0003471,CL:0000057$$124,AS,CT
blood_vasculature,UBERON:0003471,CL:0000359$$125,AS,CT
blood_vasculature,FMA:49580,CL:0000071$$126,AS,CT
blood_vasculature,FMA:49580,CL:1000413$$127,AS,CT
blood_vasculature,FMA:49580,CL:0000057$$128,AS,CT
blood_vasculature,FMA:49580,CL:0000359$$129,AS,CT
blood_vasculature,FMA:49561,CL:0000071$$130,AS,CT
blood_vasculature,FMA:49561,CL:1000413$$131,AS,CT
blood_vasculature,FMA:49561,CL:0000057$$132,AS,CT
blood_vasculature,FMA:49561,CL:0000359$$133,AS,CT
blood_vasculature,UBERON:0003470,CL:0000071$$134,AS,CT
blood_vasculature,UBERON:0003470,CL:1000413$$135,AS,CT
blood_vasculature,UBERON:0003470,CL:0000057$$136,AS,CT
blood_vasculature,UBERON:0003470,CL:0000359$$137,AS,CT
blood_vasculature,FMA:49558,CL:0000071$$138,AS,CT
blood_vasculature,FMA:49558,CL:1000413$$139,AS,CT
blood_vasculature,FMA:49558,CL:0000057$$140,AS,CT
blood_vasculature,FMA:49558,CL:0000359$$141,AS,CT
blood_vasculature,UBERON:0001610,CL:0000071$$142,AS,CT
blood_vasculature,UBERON:0001610,CL:1000413$$143,AS,CT
blood_vasculature,UBERON:0001610,CL:0000057$$144,AS,CT
blood_vasculature,UBERON:0001610,CL:0000359$$145,AS,CT
blood_vasculature,UBERON:0001610,FMA:49532,AS,AS
blood_vasculature,UBERON:0001610,FMA:49546,AS,AS
blood_vasculature,UBERON:0001610,UBERON:0001611,AS,AS
palatine_tonsil,UBERON:0001610$$9069,CL:0000071$$9070,AS,CT
blood_vasculature,UBERON:0001610$$9069,FMA:49532,AS,AS
blood_vasculature,UBERON:0001610$$9069,FMA:49546,AS,AS
blood_vasculature,UBERON:0001610$$9069,UBERON:0001611,AS,AS
blood_vasculature,FMA:49532,CL:0000071$$146,AS,CT
blood_vasculature,FMA:49532,CL:1000413$$147,AS,CT
blood_vasculature,FMA:49532,CL:0000057$$148,AS,CT
blood_vasculature,FMA:49532,CL:0000359$$149,AS,CT
blood_vasculature,FMA:49546,CL:0000071$$150,AS,CT
blood_vasculature,FMA:49546,CL:1000413$$151,AS,CT
blood_vasculature,FMA:49546,CL:0000057$$152,AS,CT
blood_vasculature,FMA:49546,CL:0000359$$153,AS,CT
blood_vasculature,UBERON:0001611,CL:0000071$$154,AS,CT
blood_vasculature,UBERON:0001611,CL:1000413$$155,AS,CT
blood_vasculature,UBERON:0001611,CL:0000057$$156,AS,CT
blood_vasculature,UBERON:0001611,CL:0000359$$157,AS,CT
blood_vasculature,UBERON:0001616,CL:0000071$$158,AS,CT
blood_vasculature,UBERON:0001616,CL:1000413$$159,AS,CT
blood_vasculature,UBERON:0001616,CL:0000057$$160,AS,CT
blood_vasculature,UBERON:0001616,CL:0000359$$161,AS,CT
blood_vasculature,UBERON:0001616,FMA:79467,AS,AS
blood_vasculature,UBERON:0001616,UBERON:0009654,AS,AS
blood_vasculature,UBERON:0001616,FMA:49745,AS,AS
blood_vasculature,UBERON:0001616,FMA:49692,AS,AS
blood_vasculature,UBERON:0001616,FMA:85528,AS,AS
blood_vasculature,UBERON:0001616,UBERON:0001618,AS,AS
blood_vasculature,UBERON:0001616,UBERON:0014695,AS,AS
blood_vasculature,UBERON:0001616,FMA:49791,AS,AS
blood_vasculature,UBERON:0001616,UBERON:0014693,AS,AS
blood_vasculature,UBERON:0001616,UBERON:0004646,AS,AS
blood_vasculature,UBERON:0001616,UBERON:0013648,AS,AS
blood_vasculature,UBERON:0001616,UBERON:0010250,AS,AS
blood_vasculature,UBERON:0001616,FMA:0327481,AS,AS
blood_vasculature,UBERON:0001616,FMA:49746,AS,AS
blood_vasculature,UBERON:0001616,UBERON:0018397,AS,AS
blood_vasculature,UBERON:0001616,FMA:49751,AS,AS
blood_vasculature,UBERON:0001616,FMA:49804,AS,AS
blood_vasculature,FMA:79467,CL:0000071$$162,AS,CT
blood_vasculature,FMA:79467,CL:1000413$$163,AS,CT
blood_vasculature,FMA:79467,CL:0000057$$164,AS,CT
blood_vasculature,FMA:79467,CL:0000359$$165,AS,CT
blood_vasculature,UBERON:0009654,CL:0000071$$166,AS,CT
blood_vasculature,UBERON:0009654,CL:1000413$$167,AS,CT
blood_vasculature,UBERON:0009654,CL:0000057$$168,AS,CT
blood_vasculature,UBERON:0009654,CL:0000359$$169,AS,CT
blood_vasculature,FMA:49745,CL:0000071$$170,AS,CT
blood_vasculature,FMA:49745,CL:1000413$$171,AS,CT
blood_vasculature,FMA:49745,CL:0000057$$172,AS,CT
blood_vasculature,FMA:49745,CL:0000359$$173,AS,CT
blood_vasculature,FMA:49692,CL:0000071$$174,AS,CT
blood_vasculature,FMA:49692,CL:1000413$$175,AS,CT
blood_vasculature,FMA:49692,CL:0000057$$176,AS,CT
blood_vasculature,FMA:49692,CL:0000359$$177,AS,CT
blood_vasculature,FMA:85528,CL:0000071$$178,AS,CT
blood_vasculature,FMA:85528,CL:1000413$$179,AS,CT
blood_vasculature,FMA:85528,CL:0000057$$180,AS,CT
blood_vasculature,FMA:85528,CL:0000359$$181,AS,CT
blood_vasculature,UBERON:0001618,CL:0000071$$182,AS,CT
blood_vasculature,UBERON:0001618,CL:1000413$$183,AS,CT
blood_vasculature,UBERON:0001618,CL:0000057$$184,AS,CT
blood_vasculature,UBERON:0001618,CL:0000359$$185,AS,CT
blood_vasculature,UBERON:0014695,CL:0000071$$186,AS,CT
blood_vasculature,UBERON:0014695,CL:1000413$$187,AS,CT
blood_vasculature,UBERON:0014695,CL:0000057$$188,AS,CT
blood_vasculature,UBERON:0014695,CL:0000359$$189,AS,CT
blood_vasculature,FMA:49791,CL:0000071$$190,AS,CT
blood_vasculature,FMA:49791,CL:1000413$$191,AS,CT
blood_vasculature,FMA:49791,CL:0000057$$192,AS,CT
blood_vasculature,FMA:49791,CL:0000359$$193,AS,CT
blood_vasculature,FMA:49791,UBERON:0006664,AS,AS
blood_vasculature,FMA:49791,FMA:49796,AS,AS
blood_vasculature,UBERON:0006664,CL:0000071$$194,AS,CT
blood_vasculature,UBERON:0006664,CL:1000413$$195,AS,CT
blood_vasculature,UBERON:0006664,CL:0000057$$196,AS,CT
blood_vasculature,UBERON:0006664,CL:0000359$$197,AS,CT
blood_vasculature,FMA:49796,CL:0000071$$198,AS,CT
blood_vasculature,FMA:49796,CL:1000413$$199,AS,CT
blood_vasculature,FMA:49796,CL:0000057$$200,AS,CT
blood_vasculature,FMA:49796,CL:0000359$$201,AS,CT
blood_vasculature,UBERON:0014693,CL:0000071$$202,AS,CT
blood_vasculature,UBERON:0014693,CL:1000413$$203,AS,CT
blood_vasculature,UBERON:0014693,CL:0000057$$204,AS,CT
blood_vasculature,UBERON:0014693,CL:0000359$$205,AS,CT
blood_vasculature,UBERON:0014693,ASCTB-TEMP:incisor-artery,AS,AS
blood_vasculature,UBERON:0014693,UBERON:0001617,AS,AS
blood_vasculature,ASCTB-TEMP:incisor-artery,CL:0000071$$206,AS,CT
blood_vasculature,ASCTB-TEMP:incisor-artery,CL:1000413$$207,AS,CT
blood_vasculature,ASCTB-TEMP:incisor-artery,CL:0000057$$208,AS,CT
blood_vasculature,ASCTB-TEMP:incisor-artery,CL:0000359$$209,AS,CT
blood_vasculature,UBERON:0001617,CL:0000071$$210,AS,CT
blood_vasculature,UBERON:0001617,CL:1000413$$211,AS,CT
blood_vasculature,UBERON:0001617,CL:0000057$$212,AS,CT
blood_vasculature,UBERON:0001617,CL:0000359$$213,AS,CT
blood_vasculature,UBERON:0004646,CL:0000071$$214,AS,CT
blood_vasculature,UBERON:0004646,CL:1000413$$215,AS,CT
blood_vasculature,UBERON:0004646,CL:0000057$$216,AS,CT
blood_vasculature,UBERON:0004646,CL:0000359$$217,AS,CT
blood_vasculature,UBERON:0004646,FMA:49771,AS,AS
blood_vasculature,FMA:49771,CL:0000071$$218,AS,CT
blood_vasculature,FMA:49771,CL:1000413$$219,AS,CT
blood_vasculature,FMA:49771,CL:0000057$$220,AS,CT
blood_vasculature,FMA:49771,CL:0000359$$221,AS,CT
blood_vasculature,UBERON:0013648,CL:0000071$$222,AS,CT
blood_vasculature,UBERON:0013648,CL:1000413$$223,AS,CT
blood_vasculature,UBERON:0013648,CL:0000057$$224,AS,CT
blood_vasculature,UBERON:0013648,CL:0000359$$225,AS,CT
blood_vasculature,UBERON:0010250,CL:0000071$$226,AS,CT
blood_vasculature,UBERON:0010250,CL:1000413$$227,AS,CT
blood_vasculature,UBERON:0010250,CL:0000057$$228,AS,CT
blood_vasculature,UBERON:0010250,CL:0000359$$229,AS,CT
blood_vasculature,FMA:0327481,CL:0000071$$230,AS,CT
blood_vasculature,FMA:0327481,CL:1000413$$231,AS,CT
blood_vasculature,FMA:0327481,CL:0000057$$232,AS,CT
blood_vasculature,FMA:0327481,CL:0000359$$233,AS,CT
blood_vasculature,FMA:49746,CL:0000071$$234,AS,CT
blood_vasculature,FMA:49746,CL:1000413$$235,AS,CT
blood_vasculature,FMA:49746,CL:0000057$$236,AS,CT
blood_vasculature,FMA:49746,CL:0000359$$237,AS,CT
blood_vasculature,UBERON:0018397,CL:0000071$$238,AS,CT
blood_vasculature,UBERON:0018397,CL:1000413$$239,AS,CT
blood_vasculature,UBERON:0018397,CL:0000057$$240,AS,CT
blood_vasculature,UBERON:0018397,CL:0000359$$241,AS,CT
blood_vasculature,FMA:49751,CL:0000071$$242,AS,CT
blood_vasculature,FMA:49751,CL:1000413$$243,AS,CT
blood_vasculature,FMA:49751,CL:0000057$$244,AS,CT
blood_vasculature,FMA:49751,CL:0000359$$245,AS,CT
blood_vasculature,FMA:49804,CL:0000071$$246,AS,CT
blood_vasculature,FMA:49804,CL:1000413$$247,AS,CT
blood_vasculature,FMA:49804,CL:0000057$$248,AS,CT
blood_vasculature,FMA:49804,CL:0000359$$249,AS,CT
blood_vasculature,FMA:49804,ASCTB-TEMP:posterior-lateral-nasal-branch-of-sphenopalatine-artery,AS,AS
blood_vasculature,FMA:49804,FMA:49809,AS,AS
blood_vasculature,ASCTB-TEMP:posterior-lateral-nasal-branch-of-sphenopalatine-artery,CL:0000071$$250,AS,CT
blood_vasculature,ASCTB-TEMP:posterior-lateral-nasal-branch-of-sphenopalatine-artery,CL:1000413$$251,AS,CT
blood_vasculature,ASCTB-TEMP:posterior-lateral-nasal-branch-of-sphenopalatine-artery,CL:0000057$$252,AS,CT
blood_vasculature,ASCTB-TEMP:posterior-lateral-nasal-branch-of-sphenopalatine-artery,CL:0000359$$253,AS,CT
blood_vasculature,FMA:49809,CL:0000071$$254,AS,CT
blood_vasculature,FMA:49809,CL:1000413$$255,AS,CT
blood_vasculature,FMA:49809,CL:0000057$$256,AS,CT
blood_vasculature,FMA:49809,CL:0000359$$257,AS,CT
blood_vasculature,UBERON:0001613,CL:0000071$$258,AS,CT
blood_vasculature,UBERON:0001613,CL:1000413$$259,AS,CT
blood_vasculature,UBERON:0001613,CL:0000057$$260,AS,CT
blood_vasculature,UBERON:0001613,CL:0000359$$261,AS,CT
